0.038307227,0.4141969,10.316615,-0.012217305,-0.029932396,-6.11E-04,-180.23999,18.72,-39.18
0.17477672,0.46208093,9.91439,-0.009773844,-0.030543262,0.001832596,-179.87999,18.6,-39.84
0.1388637,0.40940848,9.835381,-0.017715093,-0.034208454,0.003665192,-180,18.24,-39.719997
0.19153613,0.36152446,9.854534,-0.01160644,-0.052534413,0.001221731,-180.36,18.06,-40.02
0.23223756,0.37828386,9.627085,-0.006719518,-0.03604105,0.001832596,-180.12,17.76,-40.8
0.22505496,0.3878607,9.5385,-0.004276057,-0.015271631,6.11E-04,-180.12,17.76,-40.8
0.22505496,0.38307226,9.533711,-0.004886922,-0.004276057,0,-180.12,17.76,-40.8
0.20829555,0.4141969,9.579201,-0.006719518,-0.004886922,6.11E-04,-180.23999,17.76,-40.8
0.17477672,0.4189853,9.643845,-0.009162978,-0.01038471,0.001832596,-180.23999,17.76,-40.8
0.23702596,0.35194764,9.703699,-0.008552114,-0.003665192,0,-180.72,17.279999,-41.16
0.23223756,0.34955344,9.744401,-0.007330383,0.012217305,0.001832596,-180.72,17.279999,-41.16
0.22984336,0.34715924,9.837775,-6.11E-04,0.031154128,0.001221731,-180.59999,17.039999,-41.1
0.20829555,0.33039984,9.856929,0.009773844,0.047036625,0,-180.59999,17.039999,-41.1
0.21787235,0.29927522,9.801862,0.017715093,0.053145275,-0.001221731,-180.59999,17.039999,-41.1
0.19871874,0.2825158,9.768343,0.02076942,0.050701816,-0.001832596,-181.01999,16.859999,-40.5
0.16280572,0.2753332,9.536105,0.020158553,0.04153884,-0.004276057,-181.01999,16.859999,-40.5
0.19153613,0.32321724,9.41879,0.015271631,0.05131268,-0.006108652,-180.95999,16.8,-40.739998
0.18195933,0.46686932,9.557653,0.01160644,0.07696902,-0.006108652,-180.95999,16.8,-40.739998
0.20111294,0.47884035,9.667787,0.01160644,0.086132,-0.004276057,-180.95999,16.8,-40.739998
0.15322891,0.4357447,9.981427,0.016493361,0.03726278,-0.003054326,-180.3,17.279999,-41.28
0.1604115,0.4333505,10.007763,0.007330383,0.013439035,-0.002443461,-180.3,17.279999,-41.28
0.01436521,0.4165911,10.041282,0.001832596,-0.017104227,-0.001221731,-179.76,17.76,-41.579998
0.22026655,0.40462008,9.938332,0.013439035,0.044593163,-0.003665192,-179.04,17.94,-42.12
